score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,yhh_planarity,ref,P_ni_disulfides_side,P_ni_mtcontacts,P_ni_rmsd,P_ni_rmsd_threshold,P_ni_trials,ala_count,aroma_count,cys_count,design_score,exposed_hydrophobic,final_rmsd,his_count,met_count,packstat,P_ni_rmsd_type,time,newname
-38.467,-203.302,31.527,131.99,0.656,-32.692,0.02,-2.082,-11.006,-3.258,-9.04,-1.143,6.256,9.949,70.414,-17.911,0.017,-8.861,0.0,17.0,1.106,2.0,5.0,1.0,6.0,2.0,-38.467,247.033,3.328,0.0,0.0,0.502,no_motif,742.0,S4_1.1.87
-38.46,-211.069,37.117,123.776,0.659,-24.628,0.306,-7.629,-9.456,-3.531,-1.84,-1.021,3.686,6.815,71.225,-14.542,0.259,-8.586,0.0,15.0,0.822,2.0,5.0,1.0,7.0,3.0,-38.46,347.67,3.321,0.0,0.0,0.522,no_motif,713.0,S4_1.1.88
-38.242,-219.997,38.612,118.201,0.699,-20.573,0.244,-3.514,-9.594,-2.941,-1.232,-0.793,3.241,6.123,74.434,-18.371,0.01,-2.792,0.0,15.0,0.586,2.0,1.0,0.0,5.0,3.0,-38.242,301.976,2.273,0.0,0.0,0.6,no_motif,147.0,S4_1.1.89
-38.121,-233.406,40.813,129.383,0.81,-21.962,0.264,-4.281,-9.492,-3.229,-4.981,-0.948,1.225,11.522,83.906,-18.261,0.001,-9.485,0.0,15.0,0.785,2.0,1.0,1.0,8.0,2.0,-38.121,375.312,2.055,1.0,0.0,0.633,no_motif,159.0,S4_1.1.90
-38.042,-222.34,30.632,121.805,0.807,-19.816,0.218,-3.229,-9.388,-2.71,-3.729,-0.371,3.008,7.203,88.791,-17.41,0.112,-11.626,0.0,14.0,0.942,2.0,5.0,0.0,8.0,3.0,-38.042,397.63,2.421,0.0,0.0,0.587,no_motif,535.0,S4_1.1.91
-37.731,-224.851,36.025,118.722,0.625,-19.426,0.58,-2.647,-7.018,-2.433,-1.515,-1.138,7.652,8.263,77.693,-21.771,0.001,-6.493,0.0,15.0,1.2,2.0,6.0,1.0,8.0,3.0,-37.731,319.376,3.052,1.0,0.0,0.56,no_motif,644.0,S4_1.1.92
-37.715,-216.685,42.807,118.587,0.742,-24.16,0.275,-4.448,-7.453,-4.398,-0.811,-1.123,7.014,10.654,66.499,-22.187,0.041,-3.067,0.0,14.0,0.594,2.0,6.0,0.0,5.0,3.0,-37.715,504.083,2.588,1.0,0.0,0.562,no_motif,807.0,S4_1.1.93
-37.531,-211.33,32.76,116.273,0.699,-23.288,0.575,-3.252,-13.442,-2.312,-0.571,-0.723,5.352,10.529,69.017,-18.307,0.016,0.474,0.0,15.0,0.465,2.0,2.0,1.0,7.0,3.0,-37.531,473.354,1.811,0.0,0.0,0.523,no_motif,293.0,S4_1.1.94
-37.401,-243.255,38.124,136.849,0.738,-21.411,0.104,-5.795,-10.797,-3.233,-0.799,-0.941,6.47,9.655,78.053,-17.736,0.035,-3.461,0.0,14.0,0.667,2.0,7.0,1.0,7.0,3.0,-37.401,341.782,1.972,0.0,0.0,0.582,no_motif,950.0,S4_1.1.95
-37.32,-225.389,36.106,128.647,0.746,-24.725,0.035,-8.112,-8.605,-3.269,-1.924,-0.906,3.014,12.215,68.425,-16.367,0.0,2.789,0.0,14.0,0.594,2.0,4.0,0.0,5.0,2.0,-37.32,412.211,1.929,0.0,0.0,0.491,no_motif,444.0,S4_1.1.96
-37.219,-229.074,32.859,122.809,0.874,-20.089,0.0,-3.79,-8.666,-0.994,-1.972,-0.472,7.341,10.974,73.562,-19.172,0.369,-1.776,0.0,11.0,0.652,2.0,3.0,0.0,11.0,2.0,-37.219,632.067,2.001,0.0,0.0,0.576,no_motif,362.0,S4_1.1.97
-37.156,-230.332,50.137,128.951,0.615,-26.86,0.441,-5.724,-12.158,-5.38,-2.592,1.098,4.794,11.664,70.938,-19.257,0.323,-3.814,0.0,14.0,0.637,2.0,3.0,1.0,5.0,2.0,-37.156,365.235,3.131,1.0,0.0,0.648,no_motif,351.0,S4_1.1.98
-37.134,-184.019,29.139,111.279,0.518,-25.868,0.078,-4.527,-5.124,-5.553,-2.405,-1.199,4.954,9.501,66.46,-23.664,0.006,-6.712,0.0,13.0,1.035,2.0,6.0,0.0,2.0,2.0,-37.134,165.958,3.757,1.0,0.0,0.495,no_motif,595.0,S4_1.1.99
-37.108,-229.824,38.967,126.917,0.891,-24.216,0.022,-5.774,-9.834,-2.024,-3.202,-0.942,-1.124,12.334,78.318,-16.724,0.114,-1.005,0.0,16.0,0.549,2.0,3.0,0.0,7.0,3.0,-37.108,454.108,2.27,1.0,0.0,0.565,no_motif,364.0,S4_1.1.100
-36.941,-222.287,37.638,110.769,0.783,-20.57,0.273,-2.817,-11.695,-2.203,-1.561,-1.17,6.281,9.364,75.137,-15.394,0.043,0.466,0.0,14.0,0.617,2.0,3.0,0.0,8.0,3.0,-36.941,563.474,2.046,0.0,0.0,0.608,no_motif,297.0,S4_1.1.101
-36.889,-236.984,32.385,131.409,0.773,-23.6,0.0,-3.826,-13.0,-3.469,-0.867,-1.094,3.255,17.107,79.286,-17.489,0.003,-0.778,0.0,15.0,0.606,2.0,1.0,0.0,6.0,3.0,-36.889,427.095,2.0,1.0,0.0,0.655,no_motif,159.0,S4_1.1.102
-36.809,-218.567,39.95,107.279,0.758,-19.083,0.598,-3.584,-7.243,-0.5,-1.057,-0.459,6.142,11.065,69.656,-21.257,0.031,-0.536,0.0,13.0,0.821,2.0,7.0,1.0,9.0,2.0,-36.809,506.773,2.77,0.0,0.0,0.566,no_motif,708.0,S4_1.1.103
-36.686,-216.046,35.787,120.653,0.848,-23.995,0.226,-4.145,-9.738,-2.821,-3.849,-0.885,8.192,13.552,64.198,-21.03,0.022,2.345,0.0,15.0,0.97,2.0,2.0,0.0,5.0,3.0,-36.686,342.95,2.781,0.0,0.0,0.579,no_motif,276.0,S4_1.1.104
-36.478,-216.832,43.887,112.305,0.683,-25.867,0.141,-5.661,-9.23,-1.586,-3.83,-0.756,6.912,10.678,72.595,-15.474,0.014,-4.457,0.0,14.0,0.527,2.0,8.0,0.0,5.0,3.0,-36.478,324.167,2.583,0.0,0.0,0.524,no_motif,912.0,S4_1.1.105
-36.473,-209.9,29.879,121.129,0.659,-21.526,0.0,-5.67,-8.845,-2.279,-1.762,-0.885,0.039,9.656,65.674,-16.861,0.0,4.22,0.0,15.0,0.524,2.0,1.0,0.0,6.0,2.0,-36.473,325.09,2.3,1.0,0.0,0.644,no_motif,135.0,S4_1.1.106
-36.325,-224.946,30.891,120.442,0.951,-19.974,0.0,-4.225,-12.604,-2.496,-2.655,-0.616,3.682,11.518,74.966,-16.237,0.014,4.962,0.0,13.0,0.576,2.0,1.0,1.0,7.0,3.0,-36.325,457.757,2.574,0.0,1.0,0.611,no_motif,187.0,S4_1.1.107
-36.305,-252.797,45.001,125.314,0.862,-23.829,0.046,-3.941,-10.665,-3.288,-2.56,-0.186,3.875,13.692,84.172,-13.769,0.019,1.75,0.0,16.0,0.523,2.0,7.0,0.0,9.0,3.0,-36.305,343.198,2.186,0.0,0.0,0.709,no_motif,714.0,S4_1.1.108
-36.181,-221.063,36.497,120.994,0.806,-18.568,0.046,-3.794,-9.037,-1.19,-4.379,-0.587,2.154,11.511,77.983,-18.361,0.312,-9.504,0.0,14.0,0.557,2.0,4.0,1.0,9.0,2.0,-36.181,356.471,2.329,0.0,0.0,0.513,no_motif,458.0,S4_1.1.109
-35.895,-211.995,31.76,126.389,0.57,-22.585,0.177,-4.398,-9.893,-4.775,-1.571,-0.845,5.161,8.861,77.274,-16.42,0.042,-13.649,0.0,15.0,0.56,2.0,4.0,1.0,4.0,3.0,-35.895,236.362,3.769,0.0,0.0,0.529,no_motif,441.0,S4_1.1.110
-35.728,-232.445,47.614,122.178,0.725,-21.031,0.951,-6.561,-10.164,-2.747,-2.27,-0.668,5.88,13.496,72.306,-17.304,0.148,-5.838,0.0,15.0,0.524,2.0,3.0,2.0,6.0,2.0,-35.728,582.455,3.219,0.0,0.0,0.602,no_motif,345.0,S4_1.1.111
-35.714,-222.892,36.536,115.339,0.832,-25.166,0.015,-4.36,-9.468,-3.984,-2.635,-0.772,5.629,15.316,77.438,-17.855,0.043,0.271,0.0,13.0,0.582,2.0,2.0,2.0,9.0,3.0,-35.714,396.801,2.211,0.0,0.0,0.549,no_motif,222.0,S4_1.1.112
-35.622,-210.823,34.256,110.386,0.796,-25.508,0.072,-6.03,-6.52,-1.725,-2.987,-0.927,6.138,11.673,81.319,-21.654,0.0,-4.089,0.0,15.0,0.643,2.0,1.0,0.0,5.0,2.0,-35.622,321.853,2.663,0.0,0.0,0.554,no_motif,151.0,S4_1.1.113
-35.536,-223.653,35.277,112.171,0.741,-19.172,0.209,-3.137,-10.324,-2.855,-1.656,-0.523,4.325,14.457,72.803,-17.874,0.158,3.519,0.0,15.0,0.598,2.0,1.0,0.0,8.0,3.0,-35.536,400.325,2.645,0.0,0.0,0.622,no_motif,209.0,S4_1.1.114
-35.52,-246.815,46.935,137.35,0.796,-26.275,0.128,-4.314,-10.318,-2.36,-4.572,-0.909,5.009,7.971,82.912,-14.095,0.012,-6.976,0.0,15.0,0.56,2.0,6.0,0.0,6.0,3.0,-35.52,426.177,2.266,0.0,0.0,0.579,no_motif,657.0,S4_1.1.115
-35.501,-234.033,40.343,127.295,0.904,-26.396,0.79,-6.958,-8.197,-1.804,-3.047,-0.397,9.038,12.823,86.545,-17.461,0.121,-15.067,0.0,16.0,0.872,2.0,5.0,0.0,5.0,2.0,-35.501,257.842,2.201,0.0,0.0,0.514,no_motif,696.0,S4_1.1.116
-35.474,-217.452,33.361,117.705,0.666,-22.112,0.738,-3.773,-7.4,-3.859,-2.474,-0.434,2.959,8.491,90.494,-17.453,0.013,-14.944,0.0,14.0,1.11,2.0,5.0,1.0,4.0,2.0,-35.474,372.576,2.765,0.0,0.0,0.504,no_motif,445.0,S4_1.1.117
-35.459,-218.646,32.64,118.263,0.798,-22.176,0.776,-4.659,-8.571,-2.335,-2.202,-1.056,4.625,11.895,73.305,-14.878,0.003,-3.239,0.0,13.0,0.934,2.0,1.0,0.0,9.0,2.0,-35.459,570.354,2.06,0.0,0.0,0.473,no_motif,157.0,S4_1.1.118
-35.274,-241.857,43.999,128.869,0.792,-32.49,0.043,-3.637,-8.729,-3.951,-3.299,-0.533,6.933,16.977,87.178,-14.457,0.021,-11.135,0.0,15.0,0.56,2.0,3.0,0.0,6.0,2.0,-35.274,307.903,2.241,0.0,0.0,0.615,no_motif,338.0,S4_1.1.119
-35.273,-237.312,40.823,126.752,0.928,-25.183,0.136,-3.733,-8.049,-3.878,-2.236,-0.552,8.821,10.214,82.688,-19.172,0.197,-5.719,0.0,14.0,0.616,2.0,8.0,1.0,10.0,3.0,-35.273,349.398,2.167,0.0,0.0,0.515,no_motif,1222.0,S4_1.1.120
-35.256,-221.283,45.884,115.614,0.625,-20.636,0.334,-6.156,-9.073,-2.414,-1.365,-1.193,6.149,9.862,64.696,-18.583,0.0,2.284,0.0,16.0,0.487,2.0,7.0,1.0,5.0,3.0,-35.256,492.434,2.801,0.0,1.0,0.586,no_motif,733.0,S4_1.1.121
-35.211,-221.377,35.861,108.735,0.769,-18.001,0.0,-5.669,-9.237,-0.716,-2.399,-0.921,0.878,10.52,72.757,-12.594,0.003,6.18,0.0,16.0,0.57,2.0,6.0,1.0,7.0,2.0,-35.211,510.591,2.231,1.0,1.0,0.608,no_motif,623.0,S4_1.1.122
-35.106,-243.099,47.126,135.49,0.838,-32.346,0.099,-6.049,-8.333,-3.707,-4.401,-0.658,6.561,10.658,86.057,-17.716,0.011,-5.636,0.0,15.0,0.614,2.0,4.0,0.0,8.0,2.0,-35.106,391.279,2.134,0.0,0.0,0.493,no_motif,495.0,S4_1.1.123
-34.946,-205.203,34.285,113.988,0.656,-26.165,0.414,-5.392,-6.776,-3.605,-3.936,-0.991,6.224,13.599,77.855,-18.748,0.0,-11.152,0.0,15.0,0.586,2.0,4.0,0.0,4.0,2.0,-34.946,375.902,2.85,0.0,0.0,0.518,no_motif,447.0,S4_1.1.124
-34.894,-220.037,37.16,119.207,1.094,-28.674,0.095,-5.04,-11.263,-3.487,-4.416,-0.609,5.321,18.658,75.575,-17.499,0.093,-1.072,0.0,15.0,0.525,2.0,5.0,0.0,8.0,2.0,-34.894,283.375,2.398,0.0,0.0,0.583,no_motif,588.0,S4_1.1.125
-34.872,-211.585,32.317,106.596,0.807,-18.741,0.238,-4.433,-7.803,-1.204,-0.784,-1.186,5.524,10.799,68.806,-16.418,0.001,2.194,0.0,13.0,0.427,2.0,1.0,1.0,6.0,2.0,-34.872,426.594,2.844,0.0,0.0,0.521,no_motif,179.0,S4_1.1.126
-34.862,-203.843,34.361,113.757,0.686,-19.041,0.326,-4.864,-10.381,-3.125,-2.399,-0.547,4.049,8.676,70.936,-20.668,0.125,-2.911,0.0,16.0,0.562,2.0,2.0,0.0,5.0,3.0,-34.862,370.636,2.114,0.0,0.0,0.472,no_motif,232.0,S4_1.1.127
-34.853,-227.788,48.582,117.778,0.772,-31.525,0.401,-4.878,-6.813,-1.996,-2.831,-0.554,7.475,11.675,78.385,-17.832,0.003,-5.708,0.0,14.0,0.513,2.0,6.0,1.0,7.0,2.0,-34.853,487.021,2.089,0.0,0.0,0.542,no_motif,838.0,S4_1.1.128
-34.829,-222.815,36.628,116.174,1.016,-20.022,0.388,-6.117,-4.774,-1.666,-2.561,-0.338,7.099,12.091,63.418,-18.663,0.314,4.999,0.0,13.0,1.215,2.0,1.0,1.0,8.0,2.0,-34.829,500.338,2.194,0.0,0.0,0.541,no_motif,175.0,S4_1.1.129
-34.813,-235.12,46.33,132.93,0.711,-29.725,0.312,-5.487,-10.215,-2.375,-2.592,-0.894,4.147,13.953,73.565,-14.663,0.008,-5.697,0.0,16.0,0.492,2.0,1.0,0.0,6.0,2.0,-34.813,414.641,2.692,0.0,0.0,0.637,no_motif,167.0,S4_1.1.130
-34.781,-230.424,41.435,119.082,0.758,-23.637,0.281,-4.467,-11.36,-3.668,-2.671,0.563,7.22,11.461,78.593,-13.287,0.082,-4.742,0.0,16.0,0.578,2.0,4.0,0.0,6.0,3.0,-34.781,404.871,2.088,0.0,0.0,0.59,no_motif,540.0,S4_1.1.131
-34.773,-219.914,39.617,117.499,0.782,-22.673,0.049,-6.843,-13.182,-2.331,-1.683,-0.542,5.072,11.611,77.99,-18.583,0.014,-1.655,0.0,13.0,0.588,2.0,7.0,1.0,8.0,3.0,-34.773,371.533,1.914,0.0,0.0,0.511,no_motif,973.0,S4_1.1.132
-34.767,-216.504,37.486,114.045,0.832,-19.575,0.061,-4.377,-9.78,-1.837,-1.99,-1.118,2.455,7.651,74.513,-15.042,0.006,-1.594,0.0,14.0,0.488,2.0,9.0,0.0,5.0,2.0,-34.767,359.462,1.681,0.0,0.0,0.606,no_motif,1066.0,S4_1.1.133
-34.739,-227.508,38.584,118.509,0.858,-24.921,0.372,-4.362,-8.142,-2.83,-2.821,-0.777,8.321,11.812,82.348,-18.591,0.012,-5.6,0.0,17.0,0.649,2.0,3.0,1.0,11.0,2.0,-34.739,502.776,3.649,0.0,0.0,0.492,no_motif,401.0,S4_1.1.134
-34.69,-213.516,37.288,124.339,0.696,-26.542,0.092,-3.235,-14.647,-1.503,-4.278,-0.71,1.702,13.62,74.086,-15.726,0.153,-6.509,0.0,15.0,0.553,2.0,5.0,1.0,5.0,3.0,-34.69,359.479,2.361,0.0,0.0,0.474,no_motif,504.0,S4_1.1.135
-34.688,-202.967,36.171,110.268,0.523,-18.783,0.062,-5.617,-9.387,-2.653,-1.607,-0.793,4.911,9.848,63.533,-16.532,0.167,-1.831,0.0,15.0,0.561,2.0,1.0,1.0,3.0,3.0,-34.688,195.832,2.264,0.0,0.0,0.678,no_motif,155.0,S4_1.1.136
-34.641,-230.386,37.164,121.952,0.804,-19.65,0.0,-4.332,-11.446,-2.014,-2.273,-0.735,4.582,11.274,78.813,-17.635,0.083,-0.843,0.0,13.0,0.583,2.0,4.0,0.0,9.0,2.0,-34.641,437.586,1.652,0.0,0.0,0.542,no_motif,512.0,S4_1.1.137
-34.624,-234.599,41.128,127.733,0.651,-22.654,0.118,-4.973,-9.622,-1.395,-5.17,-0.706,6.69,11.009,82.443,-17.182,0.003,-8.099,0.0,14.0,0.471,2.0,1.0,3.0,6.0,2.0,-34.624,337.618,1.919,1.0,0.0,0.53,no_motif,181.0,S4_1.1.138
-34.586,-201.033,32.308,111.158,0.686,-20.663,0.026,-3.538,-8.889,-3.962,-1.735,-0.279,2.598,10.516,67.425,-19.33,0.014,0.111,0.0,15.0,0.558,2.0,1.0,1.0,5.0,2.0,-34.586,325.604,2.61,0.0,0.0,0.503,no_motif,200.0,S4_1.1.139
-34.545,-217.475,41.018,128.694,0.635,-26.119,0.012,-3.907,-8.0,-5.552,-5.178,-0.197,8.137,8.854,68.745,-20.703,0.191,-3.698,0.0,13.0,0.788,2.0,3.0,0.0,7.0,2.0,-34.545,352.164,2.502,0.0,0.0,0.575,no_motif,384.0,S4_1.1.140
-34.515,-209.092,33.826,111.065,0.686,-18.836,0.195,-6.346,-6.37,-1.253,-2.652,-1.054,4.18,13.292,73.054,-17.675,0.012,-7.545,0.0,14.0,0.479,2.0,1.0,0.0,7.0,3.0,-34.515,249.779,2.304,0.0,1.0,0.499,no_motif,181.0,S4_1.1.141
-34.492,-208.516,34.841,114.399,0.705,-21.138,0.185,-5.821,-5.612,-2.776,-2.446,-1.111,4.759,7.938,73.449,-20.996,0.025,-2.376,0.0,13.0,0.485,2.0,2.0,0.0,7.0,3.0,-34.492,248.002,2.399,0.0,0.0,0.59,no_motif,235.0,S4_1.1.142
-34.459,-229.493,44.716,120.383,0.782,-27.694,0.259,-5.836,-8.999,-2.264,-4.391,-0.978,5.404,11.327,84.782,-14.709,0.152,-7.9,0.0,14.0,0.628,2.0,1.0,2.0,7.0,3.0,-34.459,293.316,1.549,0.0,0.0,0.608,no_motif,164.0,S4_1.1.143
-34.416,-202.369,38.959,113.277,0.635,-26.015,0.405,-5.157,-11.473,-3.082,-2.512,-0.365,3.777,11.154,66.441,-17.561,0.0,-0.529,0.0,16.0,0.59,2.0,7.0,0.0,2.0,3.0,-34.416,209.092,2.708,0.0,0.0,0.519,no_motif,955.0,S4_1.1.144
-34.361,-236.158,37.469,124.5,0.809,-24.899,0.199,-4.785,-11.572,-5.902,-3.639,-0.004,2.422,13.442,94.692,-12.041,0.054,-8.947,0.0,15.0,0.581,2.0,5.0,0.0,5.0,3.0,-34.361,254.209,2.198,1.0,0.0,0.583,no_motif,739.0,S4_1.1.145
-34.342,-238.914,47.532,128.777,0.765,-27.274,0.237,-7.046,-11.121,-2.432,-2.129,-1.142,6.885,14.96,78.208,-17.089,0.001,-4.56,0.0,13.0,0.615,2.0,2.0,0.0,9.0,3.0,-34.342,366.477,2.092,0.0,0.0,0.58,no_motif,251.0,S4_1.1.146
-34.243,-234.787,50.039,123.452,0.696,-18.69,0.282,-4.899,-9.18,-3.479,-1.271,-1.06,8.429,13.653,70.998,-23.952,0.179,-4.654,0.0,13.0,0.771,2.0,2.0,0.0,8.0,3.0,-34.243,244.154,2.393,0.0,1.0,0.617,no_motif,357.0,S4_1.1.147
-34.197,-232.978,42.994,125.39,0.906,-26.38,0.019,-7.755,-8.543,-3.393,-0.779,-0.859,5.286,12.712,71.491,-18.974,0.006,6.659,0.0,17.0,0.616,2.0,4.0,1.0,9.0,3.0,-34.197,444.961,2.746,0.0,0.0,0.625,no_motif,504.0,S4_1.1.148
-34.179,-211.888,39.226,111.605,0.646,-20.513,0.231,-5.346,-10.524,-5.094,-1.554,-0.684,10.901,10.487,64.131,-20.131,0.003,4.325,0.0,14.0,0.7,2.0,4.0,1.0,4.0,3.0,-34.179,354.694,1.805,0.0,0.0,0.597,no_motif,578.0,S4_1.1.149
-34.121,-238.141,41.356,126.518,0.805,-22.653,0.112,-5.302,-12.017,-3.0,-2.335,-0.556,6.094,11.328,80.084,-17.207,0.238,0.555,0.0,13.0,0.613,2.0,2.0,0.0,9.0,3.0,-34.121,385.53,2.03,0.0,0.0,0.664,no_motif,280.0,S4_1.1.150
-34.038,-212.303,34.335,109.91,0.953,-18.347,0.122,-5.203,-9.526,-3.929,-2.217,-0.072,3.236,8.286,74.552,-14.875,0.005,1.036,0.0,14.0,0.607,2.0,6.0,0.0,7.0,2.0,-34.038,616.274,2.695,0.0,0.0,0.552,no_motif,869.0,S4_1.1.151
-34.037,-246.281,48.331,120.553,1.019,-23.896,0.643,-6.163,-7.715,-2.877,-2.084,-0.359,8.807,11.384,78.889,-19.727,0.01,5.428,0.0,14.0,0.555,2.0,3.0,2.0,12.0,2.0,-34.037,497.794,2.601,0.0,0.0,0.586,no_motif,461.0,S4_1.1.152
-33.997,-227.952,43.83,122.557,0.663,-21.509,0.323,-4.163,-8.309,-1.058,-4.388,-1.111,1.638,13.211,74.964,-15.684,0.002,-7.009,0.0,15.0,0.534,2.0,8.0,1.0,6.0,3.0,-33.997,205.858,2.352,0.0,0.0,0.545,no_motif,793.0,S4_1.1.153
-33.799,-209.234,34.318,119.536,0.762,-21.707,0.031,-2.742,-13.669,-2.147,-2.835,-0.785,6.772,10.935,73.121,-21.637,0.323,-4.84,0.0,15.0,0.786,2.0,1.0,1.0,7.0,3.0,-33.799,403.418,3.004,0.0,0.0,0.563,no_motif,160.0,S4_1.1.154
-33.796,-221.282,33.425,115.839,0.777,-16.675,0.019,-4.007,-9.533,-3.189,-0.513,-1.039,1.084,13.296,78.286,-18.101,0.014,-2.196,0.0,12.0,1.114,2.0,1.0,0.0,7.0,3.0,-33.796,378.56,2.832,0.0,0.0,0.633,no_motif,145.0,S4_1.1.155
-33.708,-241.112,46.248,128.723,0.801,-23.311,0.326,-8.097,-9.187,-3.324,-1.949,-1.097,6.658,10.115,83.472,-16.754,0.0,-5.22,0.0,15.0,1.047,2.0,1.0,0.0,5.0,3.0,-33.708,273.029,2.412,0.0,0.0,0.582,no_motif,191.0,S4_1.1.156
-33.671,-227.694,43.67,115.666,0.772,-21.113,0.116,-4.31,-12.277,-3.642,0.0,-0.582,7.625,12.476,68.544,-16.631,0.316,3.393,0.0,14.0,0.61,2.0,1.0,0.0,6.0,2.0,-33.671,378.167,2.01,1.0,0.0,0.598,no_motif,184.0,S4_1.1.157
-33.666,-216.408,35.665,116.031,0.87,-21.595,0.37,-4.418,-11.222,-2.57,-2.726,-0.854,4.67,13.107,71.074,-19.752,0.379,3.715,0.0,14.0,0.568,2.0,1.0,0.0,6.0,3.0,-33.666,503.923,2.343,1.0,0.0,0.581,no_motif,168.0,S4_1.1.158
-33.581,-231.647,40.184,123.843,0.716,-20.591,0.943,-3.296,-11.754,-4.811,-2.192,-0.142,3.242,13.661,81.11,-19.262,0.002,-3.587,0.0,14.0,0.58,2.0,6.0,0.0,5.0,3.0,-33.581,362.01,2.474,0.0,0.0,0.62,no_motif,702.0,S4_1.1.159
-33.478,-227.526,40.164,120.102,0.739,-28.805,0.357,-4.896,-10.63,-2.914,-3.29,-0.018,7.53,11.618,88.914,-17.027,0.018,-7.814,0.0,13.0,0.694,2.0,1.0,1.0,6.0,2.0,-33.478,324.312,2.132,0.0,0.0,0.526,no_motif,156.0,S4_1.1.160
-33.429,-220.173,44.927,119.323,0.634,-19.965,0.223,-3.765,-11.558,-3.479,-2.612,-1.177,8.35,9.468,69.479,-18.752,0.149,-4.501,0.0,16.0,0.619,2.0,1.0,0.0,6.0,3.0,-33.429,359.303,2.57,0.0,0.0,0.614,no_motif,176.0,S4_1.1.161
-33.41,-229.343,39.248,125.495,1.02,-24.643,0.417,-4.927,-13.757,-3.34,-2.676,-0.613,5.11,12.026,87.119,-16.165,0.032,-8.414,0.0,16.0,0.626,2.0,1.0,0.0,7.0,3.0,-33.41,339.06,2.158,0.0,0.0,0.531,no_motif,149.0,S4_1.1.162
-33.372,-202.063,36.039,112.506,0.622,-25.184,0.39,-3.945,-10.854,-3.754,-2.592,-0.855,8.21,7.699,75.156,-13.463,0.0,-11.284,0.0,14.0,0.61,2.0,1.0,1.0,2.0,2.0,-33.372,283.436,2.361,0.0,0.0,0.459,no_motif,163.0,S4_1.1.163
-33.352,-239.485,41.921,115.138,0.798,-19.183,0.459,-4.355,-8.751,-0.956,-2.561,-0.361,4.492,14.363,83.124,-17.274,0.002,-0.722,0.0,15.0,0.574,2.0,4.0,1.0,9.0,3.0,-33.352,495.782,2.745,0.0,0.0,0.541,no_motif,407.0,S4_1.1.164
-33.277,-230.55,38.258,111.512,0.81,-17.145,0.192,-4.803,-12.883,-0.871,-0.386,-0.528,1.068,18.024,80.311,-16.139,0.068,-0.214,0.0,16.0,0.504,2.0,6.0,0.0,8.0,3.0,-33.277,492.419,1.222,0.0,0.0,0.571,no_motif,767.0,S4_1.1.165
-33.253,-206.256,38.574,107.305,0.765,-17.212,0.263,-4.215,-7.953,-1.415,-1.364,-0.992,3.394,9.732,65.195,-19.368,0.0,0.293,0.0,16.0,0.611,2.0,1.0,0.0,3.0,2.0,-33.253,443.167,2.874,0.0,0.0,0.557,no_motif,160.0,S4_1.1.166
-33.233,-249.593,45.229,128.068,0.795,-23.68,0.186,-4.807,-9.549,-2.178,-2.634,-0.993,4.472,18.667,79.854,-15.138,0.152,-2.085,0.0,15.0,0.613,2.0,2.0,0.0,10.0,3.0,-33.233,494.014,2.892,0.0,0.0,0.57,no_motif,255.0,S4_1.1.167
-33.142,-222.073,43.099,109.48,0.678,-20.406,0.134,-2.574,-11.92,-1.227,-2.004,-0.64,4.859,15.578,70.356,-18.839,0.007,2.349,0.0,14.0,0.611,2.0,3.0,2.0,7.0,3.0,-33.142,460.901,2.606,0.0,0.0,0.54,no_motif,358.0,S4_1.1.168
-33.12,-197.953,32.133,112.868,0.707,-16.714,0.271,-4.004,-7.893,-2.416,-1.286,-0.953,1.572,8.82,59.995,-16.973,0.317,-1.611,0.0,15.0,0.497,2.0,7.0,1.0,6.0,3.0,-33.12,460.701,2.913,0.0,0.0,0.44,no_motif,884.0,S4_1.1.169
-32.931,-248.072,43.161,126.576,0.928,-23.277,0.415,-5.577,-7.155,-2.827,-2.745,0.665,10.057,10.475,87.157,-17.596,0.284,-5.4,0.0,13.0,0.702,2.0,4.0,1.0,9.0,2.0,-32.931,379.709,2.434,0.0,0.0,0.647,no_motif,597.0,S4_1.1.170
-32.852,-214.389,44.509,109.44,0.69,-20.23,0.568,-3.385,-12.628,-2.588,-1.287,-0.994,7.13,10.8,68.348,-19.948,0.227,0.885,0.0,13.0,0.582,2.0,1.0,0.0,9.0,3.0,-32.852,380.096,1.969,0.0,0.0,0.485,no_motif,133.0,S4_1.1.171
-32.835,-242.427,38.791,129.622,1.041,-23.771,0.098,-4.291,-9.627,-3.449,-1.849,0.51,4.474,18.375,88.445,-21.416,0.024,-7.384,0.0,16.0,0.68,2.0,1.0,0.0,9.0,2.0,-32.835,406.353,2.949,0.0,0.0,0.595,no_motif,155.0,S4_1.1.172
-32.794,-206.663,39.43,110.018,0.703,-19.692,0.082,-4.555,-7.621,-2.841,0.0,-0.689,9.698,12.84,58.663,-22.108,0.013,-0.072,0.0,15.0,1.055,2.0,3.0,2.0,8.0,2.0,-32.794,362.086,2.73,0.0,0.0,0.611,no_motif,367.0,S4_1.1.173
